Id,Make,Vehicle_Class,Engine_Size,Cylinders,Transmission,Fuel_Type,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,CO2_Emissions
22482,RYUNDAI,SUV - SMALL,,4.0,AS8,X,12.406947890818858,8.703220191470844,10.700000000000001,255
22483,MATSUDA,SUV - SMALL,2.0,4.0,M6,X,9.099181073703367,7.7,8.5,208
22484,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,21.099999999999998,,16.420361247947454,384
22485,GONDA,STATION WAGON - SMALL,1.5,4.0,AV,X,9.0,7.1,8.14,156
22486,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS9,Z,,8.7,11.285697163403915,237
22487,FOLKSWA,STATION WAGON - SMALL,1.8,4.0,M6,X,12.903225806451612,8.097165991902834,10.740722433460075,229
22488,FOLD,SUBCOMPACT,2.3,4.0,M6,X,10.29838003502627,,9.45,211
22489,CHEVO,MID-SIZE,1.4,4.0,AS6,X,8.8,7.6,8.299999999999999,167
22490,FOLKSWA,,,4.0,AS6,X,8.500722804481388,8.29875518672199,8.410428931875526,198
22491,KIO,SUV - SMALL,2.0,4.0,AS6,X,10.9,8.60018281535649,9.86640100671141,260
22492,TOYOTI,COMPACT,2.0,4.0,AS7,X,10.204081632653061,7.3,,198
22493,RYUNDAI,SUV - SMALL,2.4,4.0,AS8,,13.908205841446453,11.2,12.686893203883496,225
22494,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,15.8,11.100283152430391,13.69,357
22495,FOLKSWA,COMPACT,2.0,4.0,AM7,Z,9.7,7.1,8.532423208191126,214
22496,LAND CRAWLER,SUV - STANDARD,3.0,,AS8,Z,15.5,11.60092807424594,13.74,301
22497,LECUS,MID-SIZE,3.5,6.0,AS8,Z,13.404825737265416,8.2,11.06033672670321,255
22498,LECUS,SUBCOMPACT,5.0,8.0,AS10,Z,12.999585826046939,10.4,11.799999999999999,298
22499,CHEVO,SUBCOMPACT,3.6,,M6,X,14.102895656515226,11.598372781065088,12.973800330943188,271
22500,CADILUXE,STATION WAGON - SMALL,6.2,8.0,AS6,Z,25.57544757033248,11.1,,403
22501,BMV,MID-SIZE,3.0,6.0,AS8,Z,11.695906432748536,7.7,9.899621212121211,238
22502,TOYOTI,COMPACT,2.0,4.0,AS7,X,9.3,7.6,8.5,195
22503,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,15.4,11.1,13.46,326
22504,CHEVO,SUV - STANDARD,3.6,6.0,A9,X,14.896453451551617,10.204081632653061,12.79,265
22505,TOYOTI,PICKUP TRUCK - STANDARD,4.0,6.0,AS5,X,17.513134851138354,9.7,14.0,337
22506,FOLD,PICKUP TRUCK - STANDARD,5.0,,AS6,X,19.5,9.9,15.2,438
22507,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,11.198208286674133,7.4,9.49,174
22508,BMV,COMPACT,3.0,6.0,M6,Z,17.9,13.600433317284544,15.96,290
22509,JIPU,SUV - STANDARD,6.2,8.0,A8,Z,16.0,17.90068493150685,16.9,429
22510,MATSUDA,COMPACT,2.0,4.0,M6,X,11.29924,8.100975050186408,9.859720767888307,185
22511,GONDA,FULL-SIZE,1.5,4.0,AV7,Z,7.699345335515548,6.901311249137336,7.342143906020558,177
22512,KIO,STATION WAGON - SMALL,,4.0,AS6,X,12.4,8.2,10.51005361930295,212
22513,BMV,COMPACT,3.0,6.0,M6,Z,8.0,7.9,7.96,242
22514,TOYOTI,COMPACT,1.5,4.0,AV,X,9.199632014719413,7.800312012480499,8.6,171
22515,CHEVO,SUBCOMPACT,6.2,8.0,M6,Z,14.0,10.3,,308
22516,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,,10.8,12.836970474967908,311
22517,CADILUXE,COMPACT,3.6,,AS6,X,13.803697183098592,8.703220191470844,11.51,246
22518,FOLD,SUBCOMPACT,5.0,8.0,AS6,X,16.501650165016503,9.401079136690647,13.297872340425533,331
22519,FOLD,PICKUP TRUCK - STANDARD,,,A6,X,17.98561151079137,11.098779134295228,14.89,300
22520,RYUNDAI,SUV - SMALL,2.4,4.0,A6,X,9.60061224489796,9.5,9.556190798376184,243
22521,TOYOTI,MID-SIZE,,4.0,AS8,X,5.2,7.400602567461356,,189
22522,BARUSU,FULL-SIZE,2.5,4.0,AV8,X,10.2,8.196721311475411,9.300711743772242,194
22523,CHEVO,PICKUP TRUCK - STANDARD,5.3,,A6,X,12.9,8.703220191470844,11.01,340
22524,FIAR,MINICOMPACT,1.4,4.0,A6,X,11.2,7.399024850581944,9.49,192
22525,CHEVO,MID-SIZE,1.4,4.0,AS6,X,9.1,8.2,,191
22526,KIO,STATION WAGON - MID-SIZE,2.0,4.0,A6,X,12.1,8.9,10.66,200
22527,FOLD,SUV - STANDARD,3.5,,AS6,X,5.1,7.3,6.090577835273825,347
22528,MATSUDA,,3.7,6.0,AS6,X,15.89825119236884,14.30615164520744,15.18,302
22529,BMV,SUBCOMPACT,4.4,8.0,AS8,Z,19.8,12.5,16.519356725146196,322
22530,GONDA,MID-SIZE,3.5,6.0,M6,X,,8.403361344537815,8.89,244
22531,LECUS,MID-SIZE,,8.0,AV8,Z,16.1,10.5,13.600000000000001,284
22532,FOLD,FULL-SIZE,3.5,6.0,AS6,X,15.3,13.6,14.54,297
22533,RYUNDAI,SUV - SMALL,3.3,,AS6,X,17.4,11.598372781065088,14.8,275
22534,LAMBOGI,TWO-SEATER,5.2,,AM7,Z,19.5,12.6,16.39,405
22535,BMV,COMPACT,2.0,4.0,AS8,Z,10.70003787878788,9.60061224489796,10.21,205
22536,CHEVO,SUV - STANDARD,3.6,6.0,AS9,X,14.101618705035971,10.0,12.26,287
22537,TOYOTI,SUV - STANDARD,4.0,6.0,AS5,X,17.2,11.0,14.412295918367345,312
22538,ASURA,COMPACT,2.4,4.0,,Z,10.3,7.5004783163265305,9.04,192
22539,JIPU,SUV - SMALL,2.0,4.0,A9,X,8.299999999999999,6.7,7.6,202
22540,LAND CRAWLER,SUV - STANDARD,3.0,6.0,AS8,D,11.4,8.097165991902834,9.910802775024777,259
22541,FOLD,SUV - SMALL,2.0,4.0,AS6,,12.2022030237581,7.200637267397401,9.95,219
22542,FOLKSWA,,2.0,4.0,M6,Z,11.29924,8.503401360544219,10.0,248
22543,GONDA,SUV - SMALL,1.5,4.0,AV,X,9.9,8.403361344537815,9.22,175
22544,RYUNDAI,COMPACT,1.6,4.0,M6,X,9.0,6.697923643670462,7.96,182
22545,FOLD,,3.7,6.0,A6,E,15.19756838905775,6.8998778700537375,11.46,290
22546,MITSU,COMPACT,2.0,4.0,AV6,X,7.800000000000001,8.2,7.979689265536724,190
22547,CHEVO,SUV - SMALL,1.4,4.0,M6,X,7.6,7.0,7.33,185
22548,CHEVO,MID-SIZE,1.4,4.0,M6,X,10.1010101010101,7.1,8.750558035714286,188
22549,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,20.49934687953556,10.395010395010395,15.94896331738437,340
22550,DOGE,FULL-SIZE,3.6,6.0,A5,X,12.1,8.9,10.65966037735849,268
22551,BARUSU,SUV - SMALL,2.5,4.0,AV6,X,12.2,7.4,10.04016064257028,194
22552,CHEVO,SUBCOMPACT,2.0,4.0,M6,Z,10.60004506534475,7.4,9.15956549935149,237
22553,KIO,STATION WAGON - SMALL,1.6,4.0,AM7,X,9.803921568627452,8.100975050186408,9.0,192
22554,RYUNDAI,COMPACT,1.6,4.0,M6,,13.296495195025438,9.000900090009,11.37,207
22555,DOGE,FULL-SIZE,6.4,8.0,A8,Z,14.1,10.700000000000001,12.57,329
22556,FOLKSWA,COMPACT,2.0,4.0,AM6,X,13.6,10.3,,207
22557,LECUS,SUBCOMPACT,3.5,6.0,AS6,Z,13.908205841446453,9.8,12.1,247
22558,JIPU,SUV - SMALL,2.0,,M5,X,9.201335504885993,5.8995485327313775,7.71,210
22559,FOLD,SUV - STANDARD,5.4,8.0,,X,15.896510973550928,11.100000000000001,13.739348249027238,374
22560,BARUSU,MID-SIZE,2.0,4.0,AV7,X,8.0,6.09978406391708,7.1,178
22561,RYUNDAI,MID-SIZE,2.0,4.0,AS6,X,5.099439061703213,,5.640157924421883,170
22562,NIRRAN,SUV - SMALL,3.5,6.0,AV,X,12.594458438287154,8.9,10.94,245
22563,BMV,COMPACT,3.0,6.0,AS8,Z,12.9,10.3,11.73,224
22564,CADILUXE,SUV - SMALL,3.6,6.0,AS8,X,13.5,8.097165991902834,11.069004702194357,246
22565,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,10.298661174047373,8.100000000000001,9.31,189
22566,LAMBOGI,TWO-SEATER,6.5,12.0,AM7,Z,18.794477711244177,11.802057200200704,15.64945226917058,475
22567,CHEVO,PICKUP TRUCK - STANDARD,4.3,6.0,A6,X,,13.5,,383
22568,BMV,,4.4,8.0,AS8,Z,,10.4,12.9,295
22569,MATSUDA,COMPACT,2.5,4.0,AS6,X,10.8,8.9,9.9,194
22570,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,16.4,13.6,15.14,326
22571,CHEVO,TWO-SEATER,6.2,8.0,M7,Z,27.70083102493075,18.0,23.31002331002331,451
22572,TOYOTI,PICKUP TRUCK - SMALL,4.0,6.0,M6,X,17.5,15.19756838905775,16.474464579901152,342
22573,FOLKSWA,STATION WAGON - SMALL,,4.0,M6,D,4.199916001679966,6.9,5.42,159
22574,MATSUDA,MID-SIZE,2.5,4.0,AS6,X,10.204081632653061,7.598784194528875,9.03,197
22575,FOLD,VAN - PASSENGER,3.7,,AS6,E,18.3,13.1,15.96,369
22576,BMV,SUBCOMPACT,4.4,8.0,AM7,Z,16.80107142857143,12.300123001230011,14.771048744460858,478
22577,BMV,COMPACT,3.0,6.0,AS8,Z,13.803697183098592,8.4,11.37,226
22578,FOLKSWA,,2.0,4.0,AM6,Z,11.5,10.2,10.914849187935035,213
22579,CADILUXE,SUV - STANDARD,6.2,8.0,A6,Z,16.9,11.299435028248588,14.399999999999999,409
22580,CADILUXE,COMPACT,3.6,6.0,AS8,Z,12.8,8.3,10.775862068965518,300
22581,FOLD,SUBCOMPACT,1.6,4.0,M5,X,10.504201680672269,8.7996632996633,9.737098344693282,197
22582,LECUS,SUV - SMALL,3.5,,AS6,X,,6.9,9.155897236278708,288
22583,CHEVO,COMPACT,1.4,4.0,AS6,X,10.395010395010395,7.500823154540627,9.1,183
22584,CADILUXE,FULL-SIZE,3.6,6.0,AS6,Z,18.9,10.20155290718671,14.98572944297082,338
22585,JIPU,,3.2,6.0,A9,X,14.7,10.6,12.85327868852459,238
22586,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,11.9,8.0,10.14,218
22587,KIO,FULL-SIZE,2.4,4.0,AS6,X,10.799136069114471,7.199999999999999,9.180913348946136,188
22588,BMV,SUV - SMALL,3.0,6.0,AS8,Z,12.2,9.5,10.98,250
22589,TOLVO,STATION WAGON - SMALL,2.0,4.0,AS8,Z,8.802816901408452,7.599704062415927,8.26,219
22590,FOLD,MID-SIZE,2.0,,M6,X,10.89967562557924,6.798096532970768,9.057971014492754,219
22591,GONDA,MID-SIZE,2.0,4.0,M6,X,11.4,8.100975050186408,9.9,172
22592,BARUSU,,2.0,4.0,M5,X,8.1,9.2,8.6,202
22593,LAND CRAWLER,SUV - STANDARD,3.0,6.0,AS8,Z,18.295401554404144,10.1,14.61,295
22594,CHEVO,MID-SIZE,1.4,4.0,M6,X,10.29838003502627,8.0,9.27,162
22595,BMV,COMPACT,4.4,8.0,M6,Z,15.903651115618663,10.3,,344
22596,NIRRAN,SPECIAL PURPOSE VEHICLE,2.0,4.0,AV,,10.504201680672269,6.798096532970768,8.84,213
22597,LECUS,MID-SIZE,,8.0,AS8,Z,16.8,12.004801920768307,,321
22598,CHEVO,SUV - SMALL,,4.0,A6,X,10.504201680672269,8.5,9.6,228
22599,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS8,Z,13.003901170351105,9.3,11.33551364365971,252
22600,JIPU,,3.2,6.0,A9,X,11.806375442739078,,10.45,249
22601,DOGE,FULL-SIZE,6.2,8.0,A8,Z,15.59806736609608,13.404825737265416,14.619883040935672,507
22602,MATSUDA,SUV - SMALL,2.5,4.0,AS6,X,6.699373397892338,7.5,7.06,184
22603,TOYOTI,COMPACT,1.5,4.0,M6,X,8.5,8.403361344537815,8.46,156
22604,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A8,X,9.1,6.4997929130234695,7.930214115781126,321
22605,RYUNDAI,SUV - SMALL,3.3,,AS6,X,15.408320493066256,11.402508551881414,13.596242774566473,274
22606,NIRRAN,TWO-SEATER,3.7,6.0,AS7,Z,19.1,11.1,15.503875968992247,269
22607,BARUSU,COMPACT,2.0,4.0,AV8,Z,10.9,9.398496240601503,10.22,255
22608,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,A6,X,14.8,12.706480304955527,13.850415512465375,400
22609,KIO,SUV - SMALL,2.4,4.0,AS6,,8.896797153024911,8.8,8.855203761755487,237
22610,FOLD,SPECIAL PURPOSE VEHICLE,2.0,4.0,AS8,X,9.3,7.698229407236336,8.58,208
22611,CHEVO,PICKUP TRUCK - SMALL,,4.0,A6,D,17.3,11.702238805970149,14.771048744460858,332
22612,BMV,COMPACT,2.0,4.0,AS8,Z,8.802816901408452,7.4,8.168912666281088,218
22613,CHEVO,PICKUP TRUCK - STANDARD,5.3,8.0,A6,X,18.0,12.004801920768307,15.290519877675841,326
22614,FOLD,PICKUP TRUCK - STANDARD,5.0,8.0,AS10,E,15.6,12.406947890818858,14.164305949008499,339
22615,FOLD,SUV - SMALL,2.5,4.0,AS6,X,10.099398883641047,8.5,9.38,227
22616,FOLD,PICKUP TRUCK - STANDARD,3.0,6.0,AS10,D,16.80107142857143,19.6,18.06566820276498,291
22617,JIPU,SUV - SMALL,2.0,4.0,A8,X,12.406947890818858,8.999076138897738,10.9,241
22618,FOLD,SUBCOMPACT,2.3,4.0,AS10,X,10.099398883641047,8.400535714285715,9.337068160597571,240
22619,CHEVO,VAN - PASSENGER,6.0,8.0,A6,E,23.807186234817813,16.10305958132045,20.32520325203252,360
22620,CHEVO,SUV - SMALL,2.4,4.0,A6,E,9.099181073703367,6.997900629811057,8.15,208
22621,BMV,SUBCOMPACT,2.0,4.0,,Z,10.1,7.2,8.795074758135446,201
22622,NIRRAN,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,14.6,,13.38,217
22623,DOGE,MID-SIZE,,4.0,A6,X,9.000900090009,7.000768277571251,8.1,195
22624,FOLD,SUV - SMALL,2.0,4.0,AS8,X,10.2,7.5,,211
22625,CHEVO,SUV - SMALL,3.6,6.0,A9,X,10.8,8.802816901408452,9.899621212121211,245
22626,JIPU,SUV - STANDARD,6.4,8.0,A8,Z,14.903129657228018,10.8,13.053650646950091,379
22627,BMV,SUBCOMPACT,4.4,,AS8,Z,17.2,12.8,15.224271844660196,315
22628,LAND CRAWLER,SUV - SMALL,2.0,4.0,AS9,Z,12.29782324771441,7.7,10.2,231
22629,DOGE,FULL-SIZE,5.7,,A5,X,15.700000000000001,10.4,13.315579227696405,322
22630,NIRRAN,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,11.60092807424594,8.6,10.249019607843138,239
22631,FOLKSWA,STATION WAGON - SMALL,1.8,4.0,M5,X,7.798905835543767,7.4,7.620205017534394,195
22632,RYUNDAI,FULL-SIZE,2.4,,AS6,X,11.399999999999999,,9.42,183
22633,FOLD,PICKUP TRUCK - STANDARD,3.3,6.0,AS6,E,12.9,10.1,11.64,252
22634,KIO,FULL-SIZE,2.4,4.0,AS6,X,8.899545970488083,6.8,7.954970430864545,186
22635,CHEVO,SUV - STANDARD,5.3,8.0,A6,E,16.393442622950822,10.395010395010395,13.699184624344786,350
22636,TOLVO,STATION WAGON - MID-SIZE,2.0,4.0,AS8,Z,,9.49667616334283,10.493179433368311,218
22637,ASURA,MID-SIZE,3.7,6.0,M6,Z,9.49667616334283,7.3,8.51,265
22638,MITSU,COMPACT,1.2,,AV,X,8.7,7.8,8.296064610866374,165
22639,TOYOTI,COMPACT,2.0,4.0,AV7,X,10.799586776859504,7.0,9.09,182
22640,BMV,COMPACT,3.0,6.0,M6,Z,12.1,7.9,10.21,265
22641,TOLVO,SUV - STANDARD,3.2,6.0,AS6,X,14.8,10.799136069114471,13.0,294
22642,GONDA,COMPACT,2.0,4.0,M6,X,11.200674068199842,7.0,9.310514172709295,173
22643,FOLKSWA,STATION WAGON - SMALL,1.8,4.0,AM6,X,12.004801920768307,9.0,10.6480307831598,217
22644,CHEVO,SUV - SMALL,2.4,4.0,,X,11.9,7.2,9.79,204
22645,BARUSU,SUV - SMALL,2.0,4.0,M5,X,11.5,7.000446428571428,9.47,200
22646,GONDA,COMPACT,1.5,4.0,AV,X,9.596928982725528,8.503401360544219,9.11,168
22647,BMV,MID-SIZE,2.0,4.0,AS8,Z,9.1,7.099296305604423,8.2,207
22648,KIO,FULL-SIZE,2.0,4.0,AS6,X,9.8,8.802816901408452,9.35057927838464,222
22649,LECUS,,1.8,4.0,AV,X,6.0,7.1022727272727275,6.495309266498045,127
22650,KIO,SUV - SMALL,3.3,,AS6,X,16.0,13.404825737265416,14.8,276
22651,CHEVO,SUBCOMPACT,1.2,4.0,M5,X,12.799320344358858,7.09975852701479,10.23,179
22652,GONDA,COMPACT,1.8,4.0,M5,X,12.3,8.300940346752865,10.504201680672269,170
22653,RYUNDAI,SUV - SMALL,2.4,4.0,AS8,X,12.2,,10.4,224
22654,GONDA,PICKUP TRUCK - STANDARD,3.5,6.0,A5,X,15.4,10.7,13.29,325
22655,CHEVO,COMPACT,1.4,4.0,M6,X,7.598784194528875,7.3,7.465142706131077,156
22656,FOLD,SPECIAL PURPOSE VEHICLE,2.5,4.0,AS6,X,11.799999999999999,10.20155290718671,11.08,251
22657,FOLD,PICKUP TRUCK - STANDARD,3.7,6.0,A6,E,11.897572078907436,9.000900090009,10.600000000000001,267
22658,NIRRAN,PICKUP TRUCK - SMALL,2.5,4.0,A5,X,19.7,11.2,15.871457489878543,296
22659,KIO,MID-SIZE,2.4,4.0,AS6,X,8.6,6.699373397892338,7.745933384972889,179
22660,FOLD,SUV - SMALL,2.7,6.0,AS8,X,13.0,8.0,10.75268817204301,261
22661,FOLD,PICKUP TRUCK - STANDARD,5.0,,AS6,X,18.9,14.000892857142857,16.69449081803005,394
22662,JIPU,SUV - STANDARD,6.4,8.0,A8,Z,20.29317528735632,16.7,,361
22663,MITSU,SUV - SMALL,2.4,4.0,AV6,X,8.802816901408452,8.7,8.8,212
22664,TOYOTI,SUV - SMALL,,4.0,AS8,X,11.799999999999999,8.7,10.4,196
22665,LAND CRAWLER,SUV - STANDARD,5.0,8.0,AS8,E,20.9,12.4,17.07,369
22666,KIO,COMPACT,1.6,4.0,AS6,X,4.2,,5.1894135962636225,124
22667,BMV,SUV - STANDARD,4.4,8.0,AS8,Z,12.7,9.59840299014611,11.299435028248588,399
22668,FIAR,TWO-SEATER,1.4,4.0,A6,X,9.2,7.2,8.29875518672199,190
22669,CHEVO,SUBCOMPACT,2.0,4.0,M6,Z,19.6,12.903225806451612,16.59,241
22670,CHEVO,COMPACT,6.2,8.0,M6,Z,15.203498385360604,11.4,13.5,430
22671,FOLKSWA,SUBCOMPACT,2.0,4.0,A6,Z,12.0,8.899545970488083,,219
22672,NIRRAN,MID-SIZE,2.5,4.0,AV,X,7.79903368304804,7.1,7.486155315085933,164
22673,RYUNDAI,SUV - SMALL,,4.0,AS6,X,13.793103448275861,9.7,11.961722488038278,238
22674,BMV,COMPACT,3.0,6.0,M6,Z,11.2,12.2,11.65,265
22675,BARUSU,COMPACT,2.5,4.0,M6,Z,15.4,9.4,12.706480304955527,311
22676,DOGE,,,8.0,A5,,16.8,11.4,14.399999999999999,295
22677,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,16.69449081803005,11.001100110011,14.144271570014144,335
22678,CHEVO,COMPACT,,,AS6,X,8.9,7.399024850581944,8.226004659289458,182
22679,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,16.705610795454547,10.3,13.799999999999999,344
22680,RYUNDAI,SUV - SMALL,3.3,6.0,AS6,X,15.6,9.49667616334283,12.857578516158398,290
22681,GONDA,FULL-SIZE,1.5,4.0,AV7,X,10.4,9.900990099009901,10.2,172
22682,NIRRAN,MID-SIZE,3.5,,AV7,Z,11.0,,9.7,225
22683,FOLD,PICKUP TRUCK - STANDARD,,6.0,AS10,X,15.402453653217012,11.198208286674133,13.51,282
22684,BMV,COMPACT,3.0,6.0,AS8,Z,9.59840299014611,8.000028320589067,8.880994671403197,190
22685,LAMBOGI,TWO-SEATER,5.2,10.0,AM7,Z,20.9,15.402453653217012,18.43,470
22686,CHEVO,SUV - SMALL,2.0,4.0,A9,X,9.0,7.6,8.369807407407407,219
22687,FOLD,PICKUP TRUCK - STANDARD,2.7,6.0,AS6,X,12.598553829673271,7.8,10.440079893475366,311
22688,FOLD,SUBCOMPACT,1.6,4.0,M6,X,11.100000000000001,7.7,,192
22689,DOGE,SUV - SMALL,3.6,6.0,A6,E,13.2,8.4,11.04,255
22690,NIRRAN,STATION WAGON - MID-SIZE,3.5,6.0,AV7,X,15.302329360780064,9.60061224489796,12.73,240
22691,LECUS,SUV - SMALL,3.5,6.0,AS8,X,11.898946925021063,8.698779585798817,10.46,259
22692,BMV,SUV - SMALL,,4.0,AS8,Z,10.695187165775401,8.503401360544219,9.70873786407767,239
22693,FOLD,SUV - STANDARD,3.5,6.0,AS6,E,18.50629425649095,13.502915869980878,16.200000000000003,301
22694,FOLD,SUV - STANDARD,3.5,6.0,AS6,X,11.7,10.200130095403296,,310
22695,NIRRAN,TWO-SEATER,3.7,6.0,AS7,Z,10.599662288930581,8.196721311475411,9.520761712167172,268
22696,DOGE,FULL-SIZE,,6.0,A8,X,11.402508551881414,8.100000000000001,9.91,262
22697,CHEVO,COMPACT,2.0,4.0,AS8,Z,13.003901170351105,11.299435028248588,12.239902080783354,216
22698,CADILUXE,MID-SIZE,2.0,,AS8,Z,12.706480304955527,7.9,10.538306451612904,221
22699,BMV,FULL-SIZE,3.0,6.0,AS8,D,11.702238805970149,7.1,9.6,231
22700,TOYOTI,SUV - SMALL,2.5,4.0,AS8,X,10.6,,9.386073423782921,186
22701,NIRRAN,PICKUP TRUCK - SMALL,2.5,4.0,A5,,17.513134851138354,10.799586776859504,14.492753623188404,305
22702,JIPU,SUV - SMALL,3.2,6.0,A9,X,13.793103448275861,11.001100110011,12.5,251
22703,NIRRAN,,5.6,8.0,AS7,X,17.9,18.1,18.0,397
22704,BMV,COMPACT,4.4,8.0,M6,Z,16.8,12.6,14.905893536121674,336
22705,FIAR,MINICOMPACT,1.4,4.0,M5,X,,7.300279329608939,8.124870466321244,173
22706,ASURA,MID-SIZE,3.5,6.0,AM7,Z,7.0,6.501950585175552,6.78,196
22707,LECUS,MID-SIZE,2.0,4.0,AS8,Z,13.100000000000001,8.698779585798817,11.123470522803114,226
22708,BMV,FULL-SIZE,3.0,,AS8,Z,10.600000000000001,7.6,9.3,226
22709,JIPU,SUV - SMALL,2.0,4.0,M5,X,9.901191728005607,6.299754683318465,8.278145695364238,205
22710,CADILUXE,MID-SIZE,3.6,6.0,AS8,X,12.406947890818858,8.100000000000001,10.46,273
22711,LAMBOGI,TWO-SEATER,6.5,12.0,AM7,Z,16.80107142857143,13.6,,372
22712,CHEVO,PICKUP TRUCK - STANDARD,2.7,4.0,A8,X,19.0,9.4,14.681964656964658,286
22713,BMV,SUBCOMPACT,2.0,4.0,AS8,Z,8.50078242551911,7.199424046076314,7.91765637371338,200
22714,BMV,COMPACT,3.0,6.0,AM7,Z,17.7,11.29924,14.8,315
22715,KIO,COMPACT,1.6,4.0,M6,X,9.199632014719413,5.6000000000000005,7.6,178
22716,FOLKSWA,COMPACT,2.0,4.0,AM6,Z,11.100000000000001,7.5,9.480652962515116,212
22717,LECUS,COMPACT,5.0,8.0,AS8,Z,17.404867529266788,10.695187165775401,14.388489208633093,318
22718,ASURA,COMPACT,3.5,6.0,AS9,Z,12.2,10.695187165775401,11.53,226
22719,KIO,SUV - SMALL,2.0,4.0,AS6,X,10.60004506534475,7.9,9.380863039399625,265
22720,CHEVO,SUV - SMALL,1.5,4.0,A6,X,10.9,6.5,8.92,209
22721,GONDA,MINIVAN,3.5,6.0,AS9,X,14.3,12.5,13.49,252
22722,CHEVO,SUV - STANDARD,5.3,8.0,A6,X,21.7,15.995526613816534,19.14,356
22723,JIPU,SUV - SMALL,3.2,6.0,A9,X,11.4,13.2,12.2,262
22724,BMV,SUBCOMPACT,3.0,6.0,AS8,Z,11.799540517961569,8.500722804481388,,233
22725,CHEVO,TWO-SEATER,6.2,8.0,AS8,Z,15.79871364653244,8.8,12.65,395
22726,ASURA,,3.5,6.0,AS9,Z,12.9,,11.232808022922635,235
22727,MATSUDA,COMPACT,2.5,4.0,AS6,X,4.8,10.29838003502627,7.3,107
22728,RYUNDAI,FULL-SIZE,2.0,4.0,AS6,X,8.8,7.798905835543767,8.347245409015025,210
22729,JIPU,SUV - SMALL,2.4,4.0,A9,E,,7.2,,220
22730,FOLKSWA,COMPACT,2.0,,M6,D,,8.199738751814223,9.082652134423252,187
22731,TOLVO,COMPACT,2.0,4.0,AS8,Z,,7.299250645994832,9.0,222
22732,TOLVO,COMPACT,2.0,4.0,AS8,Z,14.992503748125937,7.7,11.71,230
22733,ASURA,COMPACT,2.4,4.0,AM8,,10.604453870625663,7.2,9.066183136899365,188
22734,CHEVO,COMPACT,1.4,4.0,M6,X,9.803921568627452,6.697923643670462,8.403536977491962,178
22735,JIPU,SUV - SMALL,2.4,4.0,A9,X,10.9,8.2,9.69,234
22736,MATSUDA,SUV - SMALL,2.5,4.0,AS6,,10.0,8.699753618724976,9.41,223
22737,BMV,SUBCOMPACT,4.4,8.0,AM7,Z,18.4,10.20155290718671,14.710131332082552,370
22738,TOYOTI,,,4.0,AV,X,8.7,7.598784194528875,8.21,161
22739,FOLD,PICKUP TRUCK - STANDARD,3.5,6.0,A6,X,12.302039748953975,9.59840299014611,11.084590009425071,283
22740,JIPU,,2.4,4.0,A9,X,12.300123001230011,6.798096532970768,9.825187969924812,222
22741,TOYOTI,SUV - SMALL,3.5,6.0,AS6,X,9.596928982725528,8.196721311475411,8.97,260
22742,FOLKSWA,COMPACT,1.4,4.0,AS6,X,7.7,7.2,7.473841554559043,178
22743,CADILUXE,MID-SIZE,3.6,6.0,AS8,Z,15.0,9.59840299014611,12.57,305
22744,NIRRAN,PICKUP TRUCK - SMALL,,6.0,M6,X,18.3,11.401599612215222,15.19756838905775,332
22745,BMV,FULL-SIZE,4.4,8.0,AS8,Z,12.701483812949641,10.398541114058355,11.668611435239207,302
22746,RYUNDAI,COMPACT,1.6,4.0,M6,X,8.3,8.299999999999999,8.299999999999999,179
22747,TOLVO,STATION WAGON - SMALL,2.0,,AS8,Z,,6.1012812690665035,5.71,227
22748,BMV,COMPACT,3.0,6.0,M6,Z,15.303513337670788,12.2,13.90159574468085,282
22749,CADILUXE,MID-SIZE,2.0,4.0,AS8,Z,10.1,9.5,9.83,223
22750,DOGE,FULL-SIZE,3.6,6.0,A8,,14.202161890397184,8.7,11.723329425556859,242
22751,FOLKSWA,STATION WAGON - SMALL,,4.0,AM6,X,11.9,8.0,10.1,224
22752,GONDA,STATION WAGON - SMALL,1.8,,,X,12.6,8.7996632996633,10.9,209
22753,BMV,SUBCOMPACT,3.0,6.0,AM7,Z,19.41747572815534,10.60004506534475,15.432098765432098,316
22754,DOGE,MID-SIZE,2.4,4.0,A4,X,10.905125408942203,9.200000000000001,10.1,228
22755,FOLD,PICKUP TRUCK - STANDARD,,8.0,AS6,E,13.5,9.3,11.61,332
